"x","y","PointWeight","PointType"
386,135,287,"Other"
398,100,287,"Other"
409.5,92,287,"Other"
415,160.5,287,"Other"
422,11,287,"Other"
433,9,287,"Other"
439,178,287,"Other"
441,191,287,"Other"
449.5,97,287,"Other"
454,170,287,"Other"
459,14,287,"Other"
459,30.5,287,"Other"
464,191,287,"Other"
482.5,197.5,287,"Other"
354,74.5,281,"Other"
364.5,106,281,"Other"
375.5,5,281,"Other"
401,33,281,"Other"
450.5,195.5,281,"Other"
453,167,281,"Other"
456.5,170,281,"Other"
470,130,281,"Other"
324,117,278,"Other"
356,8.5,278,"Other"
374,130.5,278,"Other"
394,187,278,"Other"
405,68.5,278,"Other"
406,84.5,278,"Other"
425,134,278,"Other"
443.5,146,278,"Other"
445.5,142,278,"Other"
450.5,41,278,"Other"
461.5,221,278,"Other"
467,7.5,278,"Other"
489,171.5,278,"Other"
345,173.5,272,"Other"
350,183,272,"Other"
367,69,272,"Other"
377,151.5,272,"Other"
390,25,272,"Other"
401,136,272,"Other"
403,57.5,272,"Other"
418,87,272,"Other"
435,80.5,272,"Other"
435.5,47,272,"Other"
466.5,18.5,272,"Other"
469,141,272,"Other"
482.5,100.5,272,"Other"
483,154.5,272,"Other"
500,142.5,272,"Other"
305,156.5,269,"Other"
305,168.5,269,"Other"
314,142,269,"Other"
323,136.5,269,"Other"
333,61.5,269,"Other"
345,53,269,"Other"
346.5,163.5,269,"Other"
348.5,68.5,269,"Other"
364,120.5,269,"Other"
389,29,269,"Other"
390,139,269,"Other"
391.5,195,269,"Other"
394.5,116.5,269,"Other"
416,105,269,"Other"
416.5,152.5,269,"Other"
427,7,269,"Other"
431.5,149,269,"Other"
463,93.5,269,"Other"
467,175,269,"Other"
305,165.5,263,"Other"
310,237.5,263,"Other"
337,122,263,"Other"
373.5,99,263,"Other"
433.5,56,263,"Other"
444,104,263,"Other"
451.5,110,263,"Other"
453,156,263,"Other"
471,168,263,"Other"
472.5,125.5,263,"Other"
480,88,263,"Other"
497,188.5,263,"Other"
342,158,257,"Other"
404,17.5,257,"Other"
427,15,257,"Other"
438.5,113,257,"Other"
448,85,257,"Other"
455.5,51,257,"Other"
460,53.5,257,"Other"
313,57.5,254,"Other"
314.5,165.5,254,"Other"
319.5,41,254,"Other"
329.5,7,254,"Other"
333,42.5,254,"Other"
360,132.5,254,"Other"
393,27,254,"Other"
397,25.5,254,"Other"
398,21.5,254,"Other"
400,23,254,"Other"
413,125,254,"Other"
417,205,254,"Other"
432,206,254,"Other"
478,151,254,"Other"
496.5,103.5,254,"Other"
498,193,254,"Other"
309.5,216.5,249,"Other"
387,203.5,249,"Other"
407,31.5,249,"Other"
410.5,97,249,"Other"
414,104.5,249,"Other"
414.5,197.5,249,"Other"
418.5,154.5,249,"Other"
419,5.5,249,"Other"
427,225.5,249,"Other"
434,112.5,249,"Other"
482,206,249,"Other"
499.5,162,249,"Other"
313,104.5,246,"Other"
325.5,67,246,"Other"
331.5,161,246,"Other"
334,3,246,"Other"
339.5,171.5,246,"Other"
344.5,147.5,246,"Other"
349.5,125.5,246,"Other"
352,1,246,"Other"
379,81.5,246,"Other"
385,197,246,"Other"
398,13,246,"Other"
399.5,18,246,"Other"
410.5,163,246,"Other"
413.5,208.5,246,"Other"
415,13,246,"Other"
418.5,171.5,246,"Other"
423,53,246,"Other"
444,199.5,246,"Other"
450,126,246,"Other"
468,122,246,"Other"
304,54,241,"Other"
316,68,241,"Other"
320.5,22.5,241,"Other"
329,136,241,"Other"
339,22.5,241,"Other"
343.5,181,241,"Other"
349.5,105.5,241,"Other"
352,139.5,241,"Other"
356,107.5,241,"Other"
356.5,74.5,241,"Other"
359,209,241,"Other"
373,211.5,241,"Other"
431.5,46.5,241,"Other"
434,88,241,"Other"
444.5,67,241,"Other"
453,6.5,241,"Other"
487.5,144,241,"Other"
493,140,241,"Other"
302.5,237.5,235,"Other"
324,56,235,"Other"
340.5,90,235,"Other"
342.5,165,235,"Other"
355,205,235,"Other"
366,89,235,"Other"
369.5,43,235,"Other"
375,141.5,235,"Other"
377,10.5,235,"Other"
378,186.5,235,"Other"
384,191.5,235,"Other"
388,21,235,"Other"
394.5,112.5,235,"Other"
402.5,3.5,235,"Other"
411,182,235,"Other"
412,159.5,235,"Other"
425.5,81,235,"Other"
429.5,145,235,"Other"
440,36,235,"Other"
445.5,117,235,"Other"
452,175,235,"Other"
453.5,211,235,"Other"
457,213.5,235,"Other"
477,186.5,235,"Other"
497,179,235,"Other"
302,61,232,"Other"
320,77,232,"Other"
324,17,232,"Other"
324,129,232,"Other"
349,135,232,"Other"
376,126,232,"Other"
381.5,164,232,"Other"
414.5,108.5,232,"Other"
414.5,135,232,"Other"
424,12.5,232,"Other"
428,154.5,232,"Other"
438,207,232,"Other"
462.5,158,232,"Other"
463,101,232,"Other"
465,27,232,"Other"
465,218,232,"Other"
465.5,35.5,232,"Other"
472.5,209,232,"Other"
478,201,232,"Other"
483,118.5,232,"Other"
500,148,232,"Other"
300.5,0.5,227,"Other"
306.5,166,227,"Other"
327.5,90.5,227,"Other"
335,155,227,"Other"
336.5,20.5,227,"Other"
357,189.5,227,"Other"
358,22,227,"Other"
358.5,170,227,"Other"
360,104.5,227,"Other"
361.5,173.5,227,"Other"
366,7,227,"Other"
370,123,227,"Other"
372.5,37.5,227,"Other"
390,215.5,227,"Other"
392.5,165.5,227,"Other"
407.5,128.5,227,"Other"
408.5,164,227,"Other"
417.5,220,227,"Other"
443,152.5,227,"Other"
448,220,227,"Other"
451.5,183,227,"Other"
468.5,112.5,227,"Other"
475,148,227,"Other"
492,90.5,227,"Other"
307,10.5,224,"Other"
309,108.5,224,"Other"
335.5,84,224,"Other"
343,110,224,"Other"
348.5,22,224,"Other"
357.5,193.5,224,"Other"
376,37,224,"Other"
378,108.5,224,"Other"
383,121,224,"Other"
389,63,224,"Other"
396.5,171,224,"Other"
399,125,224,"Other"
401.5,97.5,224,"Other"
405,32,224,"Other"
412.5,181,224,"Other"
417,148,224,"Other"
420.5,111,224,"Other"
437.5,70,224,"Other"
447,111.5,224,"Other"
448.5,197.5,224,"Other"
449,189.5,224,"Other"
453,226.5,224,"Other"
465.5,43,224,"Other"
467,15.5,224,"Other"
473.5,153.5,224,"Other"
473.5,220.5,224,"Other"
478.5,179,224,"Other"
491.5,147.5,224,"Other"
492,195,224,"Other"
497.5,137,224,"Other"
311.5,92,219,"Other"
322.5,57,219,"Other"
326,158,219,"Other"
329.5,27,219,"Other"
336,3,219,"Other"
376,174.5,219,"Other"
386,118,219,"Other"
393,62,219,"Other"
396,76,219,"Other"
401,197.5,219,"Other"
421,137.5,219,"Other"
430.5,219.5,219,"Other"
437,2.5,219,"Other"
439,142.5,219,"Other"
452,91.5,219,"Other"
304,195,216,"Other"
308,104.5,216,"Other"
322,9.5,216,"Other"
322.5,148,216,"Other"
335.5,196.5,216,"Other"
343.5,64,216,"Other"
356,156.5,216,"Other"
376,122.5,216,"Other"
393,164.5,216,"Other"
428,105.5,216,"Other"
430,27.5,216,"Other"
457.5,176,216,"Other"
482,149.5,216,"Other"
494,107,216,"Other"
325,59,211,"Other"
346,57,211,"Other"
349,56.5,211,"Other"
360,37,211,"Other"
372.5,99.5,211,"Other"
433,34.5,211,"Other"
434,136,211,"Other"
452,207.5,211,"Other"
487.5,118,211,"Other"
491,117,211,"Other"
498,134,211,"Other"
302,62.5,206,"Other"
309,106.5,206,"Other"
314,5,206,"Other"
315.5,93.5,206,"Other"
335.5,76.5,206,"Other"
341,68,206,"Other"
341,145.5,206,"Other"
347.5,126,206,"Other"
348,59,206,"Other"
350,7,206,"Other"
359,30,206,"Other"
363,198.5,206,"Other"
368.5,115,206,"Other"
382.5,38.5,206,"Other"
397.5,2,206,"Other"
403,191,206,"Other"
404,138,206,"Other"
426,4.5,206,"Other"
433,167,206,"Other"
436.5,217,206,"Other"
439,93.5,206,"Other"
449.5,48.5,206,"Other"
457,31.5,206,"Other"
461,167,206,"Other"
486.5,180.5,206,"Other"
489,190,206,"Other"
498,182,206,"Other"
314,35,204,"Other"
347,58,204,"Other"
398,202,204,"Other"
405,44,204,"Other"
432,101.5,204,"Other"
439.5,184.5,204,"Other"
474,192,204,"Other"
307.5,72.5,199,"Other"
332.5,173,199,"Other"
341,152.5,199,"Other"
346,91.5,199,"Other"
347,114,199,"Other"
352,35.5,199,"Other"
356,74.5,199,"Other"
360,79,199,"Other"
370,90.5,199,"Other"
370,111,199,"Other"
377.5,200.5,199,"Other"
379.5,170,199,"Other"
389.5,223,199,"Other"
399.5,64,199,"Other"
409.5,177,199,"Other"
411.5,197,199,"Other"
412.5,58.5,199,"Other"
413,85.5,199,"Other"
419,143.5,199,"Other"
427,93.5,199,"Other"
464,189,199,"Other"
310.5,135,196,"Other"
318,45.5,196,"Other"
345,17,196,"Other"
358,42,196,"Other"
360,212,196,"Other"
363,7.5,196,"Other"
372,28,196,"Other"
390,112,196,"Other"
395,168.5,196,"Other"
412,74.5,196,"Other"
419,200,196,"Other"
435,215,196,"Other"
458,178.5,196,"Other"
307.5,28,191,"Other"
318,242.5,191,"Other"
341.5,9,191,"Other"
352,193.5,191,"Other"
355,183,191,"Other"
363,137,191,"Other"
377.5,1,191,"Other"
383.5,33,191,"Other"
398,213,191,"Other"
407,57,191,"Other"
421.5,34.5,191,"Other"
431,148,191,"Other"
432.5,85,191,"Other"
434,185.5,191,"Other"
440,52.5,191,"Other"
447,36.5,191,"Other"
451.5,176,191,"Other"
452.5,112.5,191,"Other"
458,161.5,191,"Other"
458.5,9,191,"Other"
461,91,191,"Other"
468.5,138.5,191,"Other"
326,41,186,"Other"
380,183,186,"Other"
384,47,186,"Other"
385,92.5,186,"Other"
406,104.5,186,"Other"
412,196,186,"Other"
413,156,186,"Other"
421,63.5,186,"Other"
444,25.5,186,"Other"
461,98,186,"Other"
470,3.5,186,"Other"
485,108,186,"Other"
308.5,103.5,184,"Other"
322,61,184,"Other"
328,68,184,"Other"
332.5,140,184,"Other"
340,14.5,184,"Other"
342.5,78.5,184,"Other"
408,153.5,184,"Other"
409.5,116.5,184,"Other"
415.5,38.5,184,"Other"
420.5,72.5,184,"Other"
447,45,184,"Other"
455,195,184,"Other"
458,122,184,"Other"
463,50,184,"Other"
463.5,167,184,"Other"
310,179,179,"Other"
311,37.5,179,"Other"
318.5,48.5,179,"Other"
329,129,179,"Other"
357.5,39.5,179,"Other"
367.5,221,179,"Other"
384,41,179,"Other"
398.5,39,179,"Other"
398.5,55,179,"Other"
426.5,47.5,179,"Other"
442,217,179,"Other"
447,158,179,"Other"
476,130,179,"Other"
483,108.5,179,"Other"
492.5,96.5,179,"Other"
302.5,177,177,"Other"
308,131,177,"Other"
309,171.5,177,"Other"
318,135,177,"Other"
325,31,177,"Other"
346,122.5,177,"Other"
346.5,110,177,"Other"
347,35,177,"Other"
347,177,177,"Other"
352.5,157.5,177,"Other"
355,155,177,"Other"
380,131.5,177,"Other"
381,149.5,177,"Other"
382,137,177,"Other"
384.5,129,177,"Other"
392,49.5,177,"Other"
394.5,206.5,177,"Other"
397,220,177,"Other"
402,115.5,177,"Other"
408.5,211.5,177,"Other"
411,165.5,177,"Other"
416,18,177,"Other"
418,50,177,"Other"
422.5,165.5,177,"Other"
432,186,177,"Other"
437.5,43.5,177,"Other"
439.5,169.5,177,"Other"
455,14,177,"Other"
460.5,164,177,"Other"
467,146.5,177,"Other"
467,197,177,"Other"
479,198,177,"Other"
483.5,127.5,177,"Other"
489.5,209.5,177,"Other"
495,169.5,177,"Other"
311.5,237,172,"Other"
314,137.5,172,"Other"
325,12,172,"Other"
329.5,174,172,"Other"
332,166.5,172,"Other"
336.5,182,172,"Other"
344,97.5,172,"Other"
362,100.5,172,"Other"
363.5,79,172,"Other"
366.5,94.5,172,"Other"
372,177,172,"Other"
374,18,172,"Other"
379.5,141,172,"Other"
382,91.5,172,"Other"
395.5,212,172,"Other"
402,124,172,"Other"
404.5,219.5,172,"Other"
405,213,172,"Other"
412.5,10,172,"Other"
415,169,172,"Other"
423,23.5,172,"Other"
426.5,39,172,"Other"
432.5,208.5,172,"Other"
433,89,172,"Other"
456,126.5,172,"Other"
476,194.5,172,"Other"
493,106,172,"Other"
314,176.5,167,"Other"
320,144,167,"Other"
321.5,74,167,"Other"
321.5,86.5,167,"Other"
338,131.5,167,"Other"
342,167.5,167,"Other"
348,161.5,167,"Other"
352,165.5,167,"Other"
354,61,167,"Other"
368.5,157.5,167,"Other"
381.5,128.5,167,"Other"
387,203.5,167,"Other"
398,122,167,"Other"
401.5,112.5,167,"Other"
402.5,134.5,167,"Other"
408,82,167,"Other"
411.5,198.5,167,"Other"
412,106,167,"Other"
413,197,167,"Other"
421.5,208,167,"Other"
437,98.5,167,"Other"
450,107,167,"Other"
458.5,154,167,"Other"
465,164.5,167,"Other"
470.5,154.5,167,"Other"
471,102,167,"Other"
487,168.5,167,"Other"
493.5,202,167,"Other"
494,217,167,"Other"
496.5,194.5,167,"Other"
329.5,46.5,165,"Other"
343,136.5,165,"Other"
361,17.5,165,"Other"
367,87,165,"Other"
381.5,100,165,"Other"
381.5,219.5,165,"Other"
382.5,45,165,"Other"
385,159.5,165,"Other"
392,204.5,165,"Other"
404.5,40,165,"Other"
418,82,165,"Other"
418.5,145.5,165,"Other"
449,125,165,"Other"
452.5,183.5,165,"Other"
472,132.5,165,"Other"
484.5,136,165,"Other"
488,188.5,165,"Other"
304,238,161,"Other"
314,152,161,"Other"
314.5,59,161,"Other"
315.5,23,161,"Other"
329.5,155,161,"Other"
336,146,161,"Other"
345.5,186.5,161,"Other"
351.5,120,161,"Other"
377.5,140,161,"Other"
379.5,110,161,"Other"
382,72,161,"Other"
389.5,7.5,161,"Other"
404,39,161,"Other"
410,167,161,"Other"
419.5,125,161,"Other"
424,125.5,161,"Other"
442.5,51,161,"Other"
445,90,161,"Other"
459,92.5,161,"Other"
476.5,216,161,"Other"
311,65,158,"Other"
312.5,70.5,158,"Other"
313,16.5,158,"Other"
316,55,158,"Other"
317,173.5,158,"Other"
320,138.5,158,"Other"
351.5,68,158,"Other"
353,208,158,"Other"
379.5,123,158,"Other"
389,15.5,158,"Other"
397,46.5,158,"Other"
399,1,158,"Other"
401,214.5,158,"Other"
409.5,16,158,"Other"
428,10,158,"Other"
433.5,109.5,158,"Other"
437,192.5,158,"Other"
439.5,106,158,"Other"
449.5,226.5,158,"Other"
477,175,158,"Other"
488.5,126,158,"Other"
494,186,158,"Other"
494,190.5,158,"Other"
302.5,55.5,154,"Other"
314,129.5,154,"Other"
320,175,154,"Other"
321.5,106.5,154,"Other"
324,96.5,154,"Other"
328,102,154,"Other"
329,74,154,"Other"
357.5,32.5,154,"Other"
363,56,154,"Other"
365.5,217,154,"Other"
378.5,170.5,154,"Other"
394.5,133,154,"Other"
395,7,154,"Other"
409,75,154,"Other"
424,147.5,154,"Other"
426.5,42.5,154,"Other"
430,141,154,"Other"
430.5,180,154,"Other"
434,44,154,"Other"
442,2,154,"Other"
443.5,82,154,"Other"
454,185,154,"Other"
459,114.5,154,"Other"
459.5,151,154,"Other"
462,10,154,"Other"
478.5,180,154,"Other"
479.5,185,154,"Other"
481.5,161.5,154,"Other"
486,154,154,"Other"
489,114,154,"Other"
302,3,150,"Other"
311,105.5,150,"Other"
326,18,150,"Other"
330.5,8,150,"Other"
340,158,150,"Other"
345,161,150,"Other"
355,85,150,"Other"
365.5,119.5,150,"Other"
378,45,150,"Other"
382,30,150,"Other"
397,215,150,"Other"
407,134,150,"Other"
408.5,136,150,"Other"
414,157,150,"Other"
425,118,150,"Other"
426,189,150,"Other"
428,86,150,"Other"
435,100,150,"Other"
440.5,108.5,150,"Other"
447,169.5,150,"Other"
453.5,38,150,"Other"
462.5,168,150,"Other"
478,219,150,"Other"
480.5,107,150,"Other"
303.5,128,147,"Other"
308,178.5,147,"Other"
316,122,147,"Other"
317,77.5,147,"Other"
334,61,147,"Other"
342.5,169,147,"Other"
348.5,207,147,"Other"
349,197.5,147,"Other"
351,80,147,"Other"
358,96,147,"Other"
364,188,147,"Other"
371,115,147,"Other"
376,107.5,147,"Other"
387,157.5,147,"Other"
391,18.5,147,"Other"
413.5,51.5,147,"Other"
434.5,160.5,147,"Other"
439.5,111,147,"Other"
442.5,28.5,147,"Other"
451.5,139,147,"Other"
461.5,35.5,147,"Other"
466,145,147,"Other"
466,161,147,"Other"
469,227,147,"Other"
491,165,147,"Other"
310,182,143,"Other"
314.5,70,143,"Other"
317,5,143,"Other"
337,29.5,143,"Other"
380,31,143,"Other"
390.5,153,143,"Other"
411.5,177,143,"Other"
423,184,143,"Other"
440,185.5,143,"Other"
495,129,143,"Other"
302,239,141,"Other"
310,182,141,"Other"
322.5,177.5,141,"Other"
333,13,141,"Other"
349,71.5,141,"Other"
364.5,160,141,"Other"
388,29,141,"Other"
396,20.5,141,"Other"
405,40,141,"Other"
409,53.5,141,"Other"
420.5,171,141,"Other"
423.5,76.5,141,"Other"
437.5,32.5,141,"Other"
461,181,141,"Other"
464,146.5,141,"Other"
465.5,44.5,141,"Other"
465.5,208.5,141,"Other"
468,228,141,"Other"
471,147,141,"Other"
473,140.5,141,"Other"
485,135,141,"Other"
496.5,158.5,141,"Other"
303.5,169,137,"Other"
312,183.5,137,"Other"
315,13.5,137,"Other"
324,11.5,137,"Other"
324,80.5,137,"Other"
325,53,137,"Other"
342,114,137,"Other"
362,65,137,"Other"
368,176,137,"Other"
373,148,137,"Other"
387.5,97,137,"Other"
388.5,54,137,"Other"
392,205,137,"Other"
399.5,184,137,"Other"
400.5,107.5,137,"Other"
404.5,181.5,137,"Other"
410,45.5,137,"Other"
413.5,186,137,"Other"
414,223,137,"Other"
427,46,137,"Other"
446.5,140.5,137,"Other"
449,184.5,137,"Other"
455,19.5,137,"Other"
468.5,35.5,137,"Other"
469,3,137,"Other"
486.5,139,137,"Other"
499,107.5,137,"Other"
302,116,135,"Other"
313,120,135,"Other"
345.5,12.5,135,"Other"
352.5,92,135,"Other"
355,135,135,"Other"
358,215,135,"Other"
362,12,135,"Other"
368,101.5,135,"Other"
370,33.5,135,"Other"
370.5,29.5,135,"Other"
372.5,4.5,135,"Other"
375,212,135,"Other"
377,192.5,135,"Other"
398.5,78,135,"Other"
416,103,135,"Other"
420,86.5,135,"Other"
423.5,195,135,"Other"
432,187,135,"Other"
438,53.5,135,"Other"
438.5,80.5,135,"Other"
454,44,135,"Other"
460,202,135,"Other"
463,181,135,"Other"
489.5,160.5,135,"Other"
305,17,131,"Other"
305,93,131,"Other"
308,223,131,"Other"
312,72.5,131,"Other"
323,96,131,"Other"
333,114.5,131,"Other"
335.5,113,131,"Other"
344,40,131,"Other"
354,101.5,131,"Other"
357,200.5,131,"Other"
361,159.5,131,"Other"
364,77,131,"Other"
366.5,54.5,131,"Other"
368.5,167,131,"Other"
370,136.5,131,"Other"
376,180.5,131,"Other"
381.5,4,131,"Other"
382,48,131,"Other"
398,125,131,"Other"
408.5,27,131,"Other"
432,40.5,131,"Other"
432.5,49,131,"Other"
432.5,102.5,131,"Other"
445,121,131,"Other"
448,88,131,"Other"
456.5,197,131,"Other"
458,11.5,131,"Other"
460,115,131,"Other"
460,211.5,131,"Other"
470,226,131,"Other"
495.5,164.5,131,"Other"
498.5,143.5,131,"Other"
300.5,141.5,127,"Other"
313,8.5,127,"Other"
314.5,64,127,"Other"
315,247.5,127,"Other"
326,165,127,"Other"
327.5,99,127,"Other"
328,17,127,"Other"
332.5,113,127,"Other"
338,166.5,127,"Other"
339,67,127,"Other"
342,49.5,127,"Other"
345.5,197.5,127,"Other"
347,27,127,"Other"
351.5,122.5,127,"Other"
353,198,127,"Other"
358,183,127,"Other"
377,55.5,127,"Other"
379,114,127,"Other"
383,13,127,"Other"
385,87.5,127,"Other"
386,59.5,127,"Other"
404,57.5,127,"Other"
406.5,65,127,"Other"
408.5,2,127,"Other"
410.5,46,127,"Other"
415.5,191,127,"Other"
418.5,106.5,127,"Other"
419,30,127,"Other"
422,224.5,127,"Other"
427,122.5,127,"Other"
436.5,22.5,127,"Other"
441,188,127,"Other"
441.5,105.5,127,"Other"
441.5,163.5,127,"Other"
446,153,127,"Other"
452.5,154.5,127,"Other"
452.5,164.5,127,"Other"
456,101.5,127,"Other"
456,162,127,"Other"
463,173,127,"Other"
463.5,156,127,"Other"
473,180.5,127,"Other"
474.5,4.5,127,"Other"
482,106,127,"Other"
490,143,127,"Other"
494.5,219.5,127,"Other"
301,78.5,125,"Other"
303,63.5,125,"Other"
304,167.5,125,"Other"
315,4.5,125,"Other"
338.5,135,125,"Other"
341,98.5,125,"Other"
345.5,118,125,"Other"
356.5,176,125,"Other"
362,158,125,"Other"
363,152,125,"Other"
384,150,125,"Other"
385.5,25.5,125,"Other"
388,41.5,125,"Other"
392.5,98.5,125,"Other"
399,94,125,"Other"
399.5,105,125,"Other"
400.5,192.5,125,"Other"
408,148,125,"Other"
415.5,201.5,125,"Other"
425,205,125,"Other"
427.5,170,125,"Other"
466.5,165,125,"Other"
302.5,127,121,"Other"
304.5,139.5,121,"Other"
324,161,121,"Other"
337,24,121,"Other"
349,14,121,"Other"
383,114.5,121,"Other"
392,79.5,121,"Other"
398.5,120.5,121,"Other"
400,4,121,"Other"
400,166,121,"Other"
401,95.5,121,"Other"
407,208.5,121,"Other"
410,150,121,"Other"
411.5,33.5,121,"Other"
412,1.5,121,"Other"
418.5,177,121,"Other"
436,224,121,"Other"
441,65,121,"Other"
448,15,121,"Other"
448,28.5,121,"Other"
452.5,56.5,121,"Other"
458,146.5,121,"Other"
462,39,121,"Other"
467,15,121,"Other"
478,104.5,121,"Other"
484,212,121,"Other"
491.5,143.5,121,"Other"
497,174.5,121,"Other"
303.5,200.5,119,"Other"
351.5,45,119,"Other"
359,59,119,"Other"
360,17,119,"Other"
386.5,215,119,"Other"
390,48,119,"Other"
400,88,119,"Other"
401,151,119,"Other"
409.5,105.5,119,"Other"
420.5,80.5,119,"Other"
422,193,119,"Other"
433.5,156.5,119,"Other"
441.5,33,119,"Other"
449.5,115.5,119,"Other"
459.5,145,119,"Other"
463,204,119,"Other"
487,192,119,"Other"
304,247.5,115,"Other"
304.5,222,115,"Other"
305,145.5,115,"Other"
307,172,115,"Other"
307.5,87,115,"Other"
315.5,135,115,"Other"
328.5,57,115,"Other"
341,34.5,115,"Other"
343.5,178,115,"Other"
344.5,106,115,"Other"
347.5,53.5,115,"Other"
348,176,115,"Other"
353.5,85,115,"Other"
356,5,115,"Other"
356.5,115,115,"Other"
358,110.5,115,"Other"
364.5,98.5,115,"Other"
370,47,115,"Other"
375,73,115,"Other"
383.5,170,115,"Other"
384.5,177,115,"Other"
401,206,115,"Other"
404,149,115,"Other"
418,152,115,"Other"
423.5,123,115,"Other"
424,21.5,115,"Other"
433,210,115,"Other"
439,176,115,"Other"
445,1,115,"Other"
450,129.5,115,"Other"
452.5,32,115,"Other"
459,115,115,"Other"
461.5,156,115,"Other"
471,134.5,115,"Other"
476.5,160,115,"Other"
479,158,115,"Other"
482,180.5,115,"Other"
483,113,115,"Other"
302,49.5,111,"Other"
304,101,111,"Other"
309,229.5,111,"Other"
313,226,111,"Other"
315.5,150,111,"Other"
320.5,112.5,111,"Other"
326,27.5,111,"Other"
348,196.5,111,"Other"
358.5,55.5,111,"Other"
368,67,111,"Other"
370,75,111,"Other"
390,137.5,111,"Other"
397.5,72.5,111,"Other"
398,74.5,111,"Other"
399,11,111,"Other"
407,129,111,"Other"
416.5,72.5,111,"Other"
422.5,3,111,"Other"
426,192.5,111,"Other"
438.5,136,111,"Other"
441.5,39,111,"Other"
443,24,111,"Other"
460,15,111,"Other"
467,142,111,"Other"
482,130.5,111,"Other"
490,152.5,111,"Other"
497,94.5,111,"Other"
310,212.5,109,"Other"
314.5,184,109,"Other"
316.5,142,109,"Other"
321.5,160.5,109,"Other"
322,128.5,109,"Other"
334.5,92.5,109,"Other"
338.5,108.5,109,"Other"
342.5,13,109,"Other"
357,13,109,"Other"
357.5,52.5,109,"Other"
361,129,109,"Other"
365,198,109,"Other"
374,88.5,109,"Other"
388,133,109,"Other"
395,30,109,"Other"
396,38.5,109,"Other"
396,126,109,"Other"
404.5,95.5,109,"Other"
405,140.5,109,"Other"
416,30.5,109,"Other"
418,50.5,109,"Other"
419.5,19,109,"Other"
422,186.5,109,"Other"
423.5,29.5,109,"Other"
435,13,109,"Other"
437,90,109,"Other"
439.5,59.5,109,"Other"
440,105,109,"Other"
444,185,109,"Other"
446.5,118,109,"Other"
451,153,109,"Other"
457,121,109,"Other"
461,22,109,"Other"
465,46.5,109,"Other"
465,167,109,"Other"
466,4.5,109,"Other"
472,198,109,"Other"
478.5,122,109,"Other"
479.5,143,109,"Other"
498,147.5,109,"Other"
303,144.5,106,"Other"
317,25,106,"Other"
332.5,67,106,"Other"
341,131.5,106,"Other"
360,178.5,106,"Other"
361,39.5,106,"Other"
362,52,106,"Other"
367,171,106,"Other"
371.5,75,106,"Other"
387,167,106,"Other"
395.5,37.5,106,"Other"
404.5,24,106,"Other"
413,10,106,"Other"
414,92.5,106,"Other"
425.5,53,106,"Other"
435.5,134.5,106,"Other"
445,83.5,106,"Other"
448.5,159.5,106,"Other"
450,191,106,"Other"
462,156,106,"Other"
464,229,106,"Other"
468.5,176.5,106,"Other"
471,169,106,"Other"
481.5,204,106,"Other"
300.5,209.5,104,"Other"
314.5,129,104,"Other"
316,162.5,104,"Other"
317.5,157.5,104,"Other"
338.5,165.5,104,"Other"
341,40,104,"Other"
345,10.5,104,"Other"
347.5,150,104,"Other"
349,25,104,"Other"
352.5,46.5,104,"Other"
354.5,202,104,"Other"
359,45,104,"Other"
366,165,104,"Other"
368,84.5,104,"Other"
371.5,63,104,"Other"
379.5,200,104,"Other"
381.5,2,104,"Other"
386.5,92,104,"Other"
388,146,104,"Other"
391,104.5,104,"Other"
395.5,170,104,"Other"
401,146,104,"Other"
403,186,104,"Other"
406.5,117,104,"Other"
408,9.5,104,"Other"
412,47,104,"Other"
413,23.5,104,"Other"
423.5,133.5,104,"Other"
430,56.5,104,"Other"
438,72,104,"Other"
440,141.5,104,"Other"
441.5,226,104,"Other"
445.5,33,104,"Other"
449,136.5,104,"Other"
457.5,159,104,"Other"
461,101,104,"Other"
469,119,104,"Other"
470,98,104,"Other"
477,133,104,"Other"
491,167.5,104,"Other"
310,182,100,"Other"
338,103,100,"Other"
340.5,119,100,"Other"
345,35,100,"Other"
358,17.5,100,"Other"
359.5,59,100,"Other"
367,117,100,"Other"
369,168,100,"Other"
370,92.5,100,"Other"
372.5,184,100,"Other"
373,157.5,100,"Other"
375.5,217,100,"Other"
379.5,207,100,"Other"
387,34.5,100,"Other"
387,73,100,"Other"
391,22,100,"Other"
401,140.5,100,"Other"
408.5,151.5,100,"Other"
417,85.5,100,"Other"
423,147,100,"Other"
435.5,73,100,"Other"
437,130,100,"Other"
444.5,123.5,100,"Other"
455.5,118.5,100,"Other"
455.5,149,100,"Other"
459,147,100,"Other"
462,4,100,"Other"
468.5,25,100,"Other"
482,138.5,100,"Other"
483.5,128,100,"Other"
498.5,98,100,"Other"
302.5,124,97,"Other"
304.5,136.5,97,"Other"
304.5,215.5,97,"Other"
306,103.5,97,"Other"
319,118,97,"Other"
320,120,97,"Other"
323,13.5,97,"Other"
324,50,97,"Other"
327.5,177,97,"Other"
328,94.5,97,"Other"
339,171.5,97,"Other"
353.5,126.5,97,"Other"
364,3.5,97,"Other"
380,49.5,97,"Other"
386.5,169.5,97,"Other"
388.5,146,97,"Other"
393,114.5,97,"Other"
416,215,97,"Other"
418.5,62.5,97,"Other"
418.5,104,97,"Other"
419.5,171,97,"Other"
427,5,97,"Other"
427,92.5,97,"Other"
428,68,97,"Other"
433,228,97,"Other"
